Std,Lat,Lon,Ele,Year,Month,Day,Mean,Max,Min,MeanQC,MaxQC,MinQC,Albedo,AT,SSM,UW,VW,LST,NDVI,DOY
58326,3135,11750,30.9,2019,1,1,1.5,56,-10,9,9,9,0.180270642042,277.181762695,0.363639295101,0.0304846391082,-1.8790338039400003,284.8,0.307999998331,1
58326,3135,11750,30.9,2019,1,2,2.0,34,-9,9,9,9,0.164029926062,277.891998291,0.361630499363,-2.88745617867,-0.437374025583,286.48,0.307999998331,2
58326,3135,11750,30.9,2019,1,3,4.1,65,22,9,9,9,0.144293725491,280.485198975,0.3625666499140001,-3.07115697861,0.526998579502,287.85,0.307999998331,3
58326,3135,11750,30.9,2019,1,4,4.4,56,40,9,9,9,0.114866770804,278.357727051,0.4122020006180001,1.6287856102,-2.41530537605,290.28,0.307999998331,4
58326,3135,11750,30.9,2019,1,5,2.9,40,25,9,9,9,0.102594770491,277.71182251,0.389409184456,-0.272314876318,-2.29211616516,289.69,0.307999998331,5
58326,3135,11750,30.9,2019,1,6,2.6,34,17,9,9,9,0.0991427600384,278.469543457,0.38280081749,-1.2734681367899998,0.0928594842553,287.63,0.307999998331,6
58326,3135,11750,30.9,2019,1,7,4.2,49,31,9,9,9,0.09764216095210003,278.878570557,0.380501538515,-1.33518505096,-1.46569955349,288.3,0.307999998331,7
58326,3135,11750,30.9,2019,1,8,4.1,47,36,9,9,9,0.0965049415827,278.106414795,0.382307082415,-2.23443865776,-2.49497580528,287.76,0.307999998331,8
58326,3135,11750,30.9,2019,1,9,0.5,41,1,9,9,9,0.272880643606,275.17141723599997,0.386915057898,-3.84114718437,-1.9617651701,286.84,0.307999998331,9
58326,3135,11750,30.9,2019,1,10,2.1,31,10,9,9,9,0.339141756296,275.229492188,0.409034907818,-0.898580610752,-1.1232843399,289.46,0.307999998331,10
58326,3135,11750,30.9,2019,1,11,3.5,42,29,9,9,9,0.2556194067,277.368255615,0.422005474567,0.8474034667020001,-1.6044781208,287.51,0.307999998331,11
58326,3135,11750,30.9,2019,1,12,2.9,47,21,9,9,9,0.201490089297,279.181671143,0.408861786127,0.34190610051200004,-1.52273690701,287.01,0.307999998331,12
58326,3135,11750,30.9,2019,1,13,3.4,81,-3,9,9,9,0.160859569907,281.130310059,0.399427235126,-1.70077621937,-0.957677125931,285.11,0.307999998331,13
58326,3135,11750,30.9,2019,1,14,3.5,62,7,9,9,9,0.137257069349,279.898773193,0.391327828169,-2.35283470154,-0.521256506443,289.82,0.307999998331,14
58326,3135,11750,30.9,2019,1,15,3.9,51,34,9,9,9,0.115542754531,279.088287354,0.39854285121,-0.8335781097409999,-4.29701900482,287.94,0.307999998331,15
58326,3135,11750,30.9,2019,1,16,0.2,34,-17,9,9,9,0.109515935183,277.141815186,0.384472221136,0.335300207138,-0.6933251023289999,285.05,0.307999998331,16
58326,3135,11750,30.9,2019,1,17,1.0,82,-40,9,9,9,0.105047509074,280.328948975,0.377974122763,1.89917814732,0.530108988285,285.95,0.324000000954,17
58326,3135,11750,30.9,2019,1,18,4.0,111,-11,9,9,9,0.101420007646,283.601013184,0.372613638639,-2.65555739403,1.18312692642,285.86,0.324000000954,18
58326,3135,11750,30.9,2019,1,19,6.8,94,43,9,9,9,0.0989306867123,282.092285156,0.369199544191,2.6825580596900003,-0.631642401218,291.7,0.324000000954,19
58326,3135,11750,30.9,2019,1,20,5.0,77,27,9,9,9,0.0976211354136,280.617828369,0.364959925413,0.550671041012,-3.27423405647,286.68,0.324000000954,20
58326,3135,11750,30.9,2019,1,21,2.2,85,-20,9,9,9,0.096992239356,280.15002441400003,0.35998317599299995,2.39889216423,0.8275318145749999,285.72,0.324000000954,21
58326,3135,11750,30.9,2019,1,22,5.1,119,-16,9,9,9,0.0966358333826,282.732177734,0.355606138706,3.75510811806,0.287135601044,285.48,0.324000000954,22
58326,3135,11750,30.9,2019,1,23,4.6,137,-10,9,9,9,0.0963901430368,285.396148682,0.351139426231,1.3835299015,1.32971799374,287.23,0.324000000954,23
58326,3135,11750,30.9,2019,1,24,6.7,146,6,9,9,9,0.0962897390127,285.76516723599997,0.34709751606,-3.1349024772600003,1.31849205494,287.24,0.324000000954,24
58326,3135,11750,30.9,2019,1,25,7.6,120,42,9,9,9,0.096262447536,282.707702637,0.34418964386,-0.937365949154,-2.95474267006,287.6,0.324000000954,25
